gene_id	gene_name	JH.2.085.F2983.F783D	JH.2.086.5EA11.494GE	JH.2.089.H8EBA.HH51C	JH.2.090.19D3F.G36F6	JH.2.091.CAA8H.GDFG1	JH.2.092.B4F11.2H1C1	JH.2.092.B52E5.BFCBA	JH.2.093.214AE.H5A8H	JH.2.094.5HA24.CC3H4	JH.2.100.19H33.94G2C	JH.2.104.51E2H.1G93A	JH.2.107.AGD39.1CH62	JH.2.111.G645D.6C5FF
ENSG00000232406.8	EPB41L1-AS1	0	0	0	0	0	1	0	0	1	0	1	0	0
ENSG00000232407.3	PPIAP70	3	0	0	4	4	1	1	2	5	2	5	2	1
ENSG00000232408.1	ENSG00000232408	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232409.1	ENSG00000232409	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232411.1	ENSG00000232411	0	9	0	0	2	2	0	1	2	0	4	2	2
ENSG00000232412.1	STAG2-AS1	0	2	0	2	1	0	2	0	2	0	1	0	1
ENSG00000232413.1	ENSG00000232413	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232415.1	ELN-AS1	4	2	3	2	8	4	2	3	8	6	7	4	6
ENSG00000232416.3	BPESC1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232418.1	ENSG00000232418	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232419.1	TTTY19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232420.2	IL9RP2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232422.1	KNOP1P4	0	0	1	0	0	0	0	2	1	2	1	0	2
ENSG00000232423.6	PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232424.1	USP9YP29	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232429.3	RPL21P131	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232430.1	RPL31P15	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232431.3	ENSG00000232431	0	0	0	0	0	0	0	0	1.01	0	0	0	0
ENSG00000232433.2	GXYLT1P3	4	0	0	0	11.437	4	0	0	6	0	6	8.901	8.201
ENSG00000232434.3	AJM1	9	18	33	28	24	23	13	40	37	47	21	12	29
ENSG00000232436.1	ENSG00000232436	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232437.1	RPS26P42	1	1	2	1	1	0	0	3	0	0	3	3	0
ENSG00000232439.1	RPL18AP7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232442.2	MHENCR	34	14	15	42	38.999	19	22	22	26	28	29	10	26
ENSG00000232444.1	ENSG00000232444	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232445.2	EMSLR	0	1	1	7	1	1	1	8	1	0	0	1	0
ENSG00000232446.1	ENSG00000232446	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232447.1	MTND5P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232448.2	ENSG00000232448	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000232450.1	ENSG00000232450	8	8	7	11	8	4	5	8	2	7	6	6	9
ENSG00000232451.2	ENSG00000232451	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232453.7	LINC02777	4	9	1	1	13	6	1	2	18	9	7	10	4
ENSG00000232454.2	ENSG00000232454	4	3	1	2	2	2	5	1	7	3.153	4	3	4
ENSG00000232455.2	LARS2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232456.1	ENSG00000232456	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232457.4	SLC16A6P1	0	0	0	1.145	0	0	0	0	1	0	1.152	0	1.286
ENSG00000232458.1	LINC01450	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232459.1	OR4F14P	0	0	1	0	15	0	0	0	5	8	2	3	3
ENSG00000232460.4	BMPR1AP2	0	0	0	0	1.136	0	0	4.393	0	1.065	1.042	1.055	0
ENSG00000232463.1	ENSG00000232463	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232464.1	ENSG00000232464	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232465.1	ENSG00000232465	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232466.1	H3P31	1	6	4	2	7	4	7	5	8	1	2	7	7
ENSG00000232467.2	TMA16P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232470.1	ENSG00000232470	0	0	0	0	1	0	0	0	1	1	0	0	0
ENSG00000232471.3	ENSG00000232471	0	0	0	0.5	0	0	0	0	0	0	0	0	0
ENSG00000232472.1	EEF1B2P3	9.007	7.91	1	14.034	2.077	5.368	6.979	6.014	5.896	4.005	0	10.013	3.006
ENSG00000232474.1	NCKAP5-IT1	8	2	4	1	0	3	1	2	0	3	1	1	7
ENSG00000232475.1	HSFY5P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232479.2	KRT8P52	8	9	19	7	12	10	8	6	12	6	17	6	11
ENSG00000232480.2	TGFB2-AS1	1	2	2	0	0	3	4	1	1	0	0	6	1
ENSG00000232482.2	ENSG00000232482	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232485.4	RPL37A-DT	0	1	6	5	6	2	3	1	2	5	5	0	4
ENSG00000232486.1	DEPDC1P2	11	12	6	16	8	2	2	3	2	4	6	5	9
ENSG00000232487.1	RASA3-IT1	1	2	0	3	0	0	3	3	0	2	3	1	1
ENSG00000232489.1	MFAP1P1	8	7	17	2	9	12	3	5	6	4	8	4	7
ENSG00000232490.6	OSBPL10-AS1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232491.1	SAPCD2P3	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232492.1	NPM1P13	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232493.2	RPL12P11	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232494.1	ENSG00000232494	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232496.2	RPL3P12	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232497.1	ADIPOR1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232499.2	ENSG00000232499	5	11	4	6	8.037	5.01	3.018	3.006	2.007	3	5.033	4.013	4.023
ENSG00000232500.2	ENSG00000232500	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232502.1	ENSG00000232502	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232503.1	CYCSP8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232504.5	ST3GAL5-AS1	4	63	7	2	8	26	16	3	15	4	12	9	9
ENSG00000232508.1	MRPL45P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232511.4	OR2AH1P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232512.6	ENSG00000232512	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232514.1	ENSG00000232514	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232515.1	ENSG00000232515	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232517.2	CSPG4BP	0	0	0	2	2	0	2	0	0	1	3	1	1
ENSG00000232518.3	ENSG00000232518	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232519.2	ENSG00000232519	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232520.2	GCSIR	0	0	0	2	0	0	0	0	0	1	0	1	0
ENSG00000232522.1	ZNF886P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232524.1	ENSG00000232524	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232525.1	SS18L2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232526.1	VDAC1P13	3	0	10	0	2	0	1	1	4	4	4	0	5
ENSG00000232527.8	LINC02802	6.511	7.362	13.463	3.693	10.26	8.419	18.077	9.301	26.671	1.027	3.749	2.22	0
ENSG00000232528.3	ENSG00000232528	1	0	2	1	4	2	2	2	6	5	10	8	5
ENSG00000232529.1	ENSG00000232529	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232530.1	LIF-AS1	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000232531.3	KMT5AP2	0	0	0	0	0	0	3.047	0	0	0	0	0	0
ENSG00000232533.2	ENSG00000232533	25	13	37	75.001	50	22	15	23	69	35	40	80	34
ENSG00000232535.2	OR5H8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232536.1	ENSG00000232536	2	0	0	1	4	1	0	4	2	2	1	5	0
ENSG00000232537.2	ENSG00000232537	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232539.1	LINC00945	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232540.1	RPL36P19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232542.1	DPYD-IT1	1	2	0	1	2	0	1	0	0	0	3	2	1
ENSG00000232543.2	IGHD4-11	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232545.1	ENSG00000232545	6	10	7	7	6	7	4	12	6	7	9	6	10
ENSG00000232546.1	ENSG00000232546	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232548.1	LINC01809	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232549.1	SRD5A1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232551.2	MTCO1P14	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232553.3	CLK2P1	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000232554.9	RSU1P2	0	0	0	0	0	0	0	0	0	0	1	1	1
ENSG00000232555.2	ENSG00000232555	1	0	0	1	0	0	0	0	0	0	2	0	3
ENSG00000232556.1	PRCPP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232557.3	ENSG00000232557	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232558.1	KCND3-IT1	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000232560.7	LINC01549	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232562.1	TPMTP3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232563.1	CRB3P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232564.3	MRTFA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232568.2	RPL23AP35	2	3	5	5	7	3	5	4	1	4	8	1	8
ENSG00000232573.1	RPL3P4	5.116	16.493	7.156	9.661	10.224	12.271	6.111	301.841	11.817	3.057	3.082	10.084	8.157
ENSG00000232576.2	ENSG00000232576	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232578.4	ENSG00000232578	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232579.1	MTCO1P27	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232581.1	ENSG00000232581	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232582.1	ENSG00000232582	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232583.1	GPR143P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232585.1	OFD1P12Y	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232586.1	KIAA1614-AS1	3	10	17	5	15	11	17	6	13	11	12	9	12
ENSG00000232587.1	EEF1A1P3	82	72	65	101	65	58	94	58	51	44.001	78	87	94.002
ENSG00000232590.1	ENSG00000232590	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232591.3	LINC02642	1	1	4	4	5	4	2	0	3	5	20	26	4
ENSG00000232593.7	KANTR	112	283	220	160	299	208	301.001	125.999	181	188	306	161	272.001
ENSG00000232594.1	ENSG00000232594	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232595.1	CST2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232596.3	LINC01646	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232597.6	ENSG00000232597	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232598.2	ENSG00000232598	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232599.1	ENSG00000232599	7	22	1	9	1	7	14	9	3	2	10	2	3
ENSG00000232600.3	TONSL-AS1	0	0	1	0	0	0	0	0	3	1	0	0	0
ENSG00000232601.1	ANAPC15P2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232603.1	ENSG00000232603	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232604.1	ENSG00000232604	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232605.2	HMGN2P11	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232606.3	LINC01412	1	1	0	0	0	3	7	0	0	0	0	2	3
ENSG00000232608.1	TIMM9P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232610.1	CCT6P4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232611.1	ENSG00000232611	111	129	53	39	120	71	86	19	64	58	81	24	63
ENSG00000232612.1	RPL31P35	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232613.7	LINC02576	0	0	0	58	0	0	1	1	0	1	0	0	0
ENSG00000232614.1	USP9YP9	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232615.4	ENSG00000232615	0	1.026	0	0	0	0	1.007	0	0	0	0	0	0
ENSG00000232617.1	ENSG00000232617	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232618.2	HIVEP2-DT	8	5	7	28.999	11	6	1	9	11	6	14	7	5
ENSG00000232620.1	TSPY17P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232621.1	C4BPAP2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232622.1	ENSG00000232622	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232623.1	MRAP-AS1	2	2	5	3	3	4	2	3	3	2	6	2	3
ENSG00000232624.8	LINC01517	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232625.1	RPL23AP31	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232626.3	ENSG00000232626	48	19	12	22	33	29	12	22	20	14	18	14	24
ENSG00000232627.1	ENSG00000232627	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232628.7	ENSG00000232628	4	0	12	1	1	0	2	8	5	9	20	15	1
ENSG00000232629.9	HLA-DQB2	114.145	2	11.043	181.331	40.02	11	28.021	361.531	82.548	71.957	31.022	261.532	76.762
ENSG00000232630.1	PRPS1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232631.1	MTND2P23	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232633.4	ENSG00000232633	2	0	2	1	1	1	0	3	0	1	1	0	0
ENSG00000232634.1	NEFLP1	0	0	0	10	0	0	0	1	0	0	0	0	0
ENSG00000232636.2	ENSG00000232636	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232638.1	ENSG00000232638	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232640.1	ENSG00000232640	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000232642.2	ENSG00000232642	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232643.2	LINC00385	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232644.1	ENSG00000232644	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232645.6	LINC01431	4	3	0	3	5.001	3	6	2	7	5	4	7	1
ENSG00000232646.1	ENSG00000232646	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232647.1	POLR3KP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232648.4	ING2-DT	0	13	20	9	7	6	18	3	9	7	7	11	8
ENSG00000232650.6	LINC01780	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSG00000232653.9	GOLGA8N	183.839	291.056	269.272	221.443	546.967	151.167	200.443	140.358	260.541	186.7	260.363	210.858	212.041
ENSG00000232654.1	FAM136BP	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232655.1	LINC01656	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232656.9	IDI2-AS1	0	79	1	2	3	2	0	1	0	2	3	9	2
ENSG00000232658.1	SLC44A3P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232661.1	CFTR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232662.2	LDHBP1	0	1	0	1	2	0	0	1	0	0	0	1	1
ENSG00000232663.2	ENSG00000232663	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232664.2	LARP1BP3	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232665.2	PHBP10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232667.11	ENSG00000232667	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232668.1	ENSG00000232668	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232671.7	ZNF687-AS1	2	0	4	1	1	0	0	3	2	3	4	1	3
ENSG00000232672.1	ACTG1P21	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232675.7	ENSG00000232675	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232676.1	ADH5P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232677.10	LINC00665	69.262	115.21	118.046	65.616	176.061	157.278	123.096	63.654	215.742	72.001	157.549	56.335	110.468
ENSG00000232678.2	SPTLC1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232679.2	LINC01705	0	1	0	1	0	0	0	1	0	0	0	0	0
ENSG00000232680.2	ENSG00000232680	4	0	0	0	0	0	0	2	0	1	0	1	0
ENSG00000232682.2	ENSG00000232682	0	0	0	1	1	0	1	0	0	0	1	1	0
ENSG00000232684.1	ATP11A-AS1	0	0	0	0	1	1	0	0	2	0	1	0	0
ENSG00000232685.5	LINC00442	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232687.1	RPL12P9	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232688.2	LINC01628	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232690.1	HSPE1P9	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232692.1	ENSG00000232692	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232693.2	ENSG00000232693	1	4	3	1	4	0	3	1	5	3	4	2	6
ENSG00000232695.1	ELOCP17	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232696.1	ENSG00000232696	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232699.3	BDH2P1	0	1.008	0	0	0	1.006	2.027	0	2	0	0	0	1.007
ENSG00000232701.1	RPL21P108	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232702.3	ENSG00000232702	0	0	0	1.151	0	0	0	0	0	1.171	0	0	0
ENSG00000232706.3	NUTM2HP	0	2.033	2.028	1	0	4.798	1	1.054	1.071	0	0	0	3.101
ENSG00000232707.1	AP1B1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232709.1	MARK2P9	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232710.1	ENSG00000232710	1	2	1	1	4	1	1	1	1	1	2	0	2
ENSG00000232712.6	KIZ-AS1	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000232713.2	RPS12P3	1	4.002	3	1	4.002	3	1	1	4.001	0	3	1	2
ENSG00000232714.1	MTND3P8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232715.1	LINC01022	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232716.2	ENSG00000232716	0	2	2	1	4	1	1	0	0	2	1	4	1
ENSG00000232717.2	TRIM51JP	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232718.1	GAPDHP48	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232719.1	ENSG00000232719	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232721.3	ENSG00000232721	8.014	15	8	9	23.806	26	27.263	15	17	12	16	14	12.023
ENSG00000232722.3	MROH4P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232723.1	RPS17P7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232724.1	TRIM80P	0	0	1	0	1	0	1	1	0	0	0	1	0
ENSG00000232725.1	PLXNB3-AS1	0	1	1	0	3	2	1	0	0	1	0	0	0
ENSG00000232727.2	YWHAEP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232728.1	PHB2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232729.8	GTF2I-AS1	0	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000232730.1	FAM8A4P	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000232732.11	ENSG00000232732	1	2	1	4	2	2	0	7	4	2	0	1	3
ENSG00000232734.1	ATP5MC1P7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232735.2	ATG4AP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232736.1	ENSG00000232736	0	1	2	0	1	0	0	0	0	0	1	0	0
ENSG00000232738.1	ENSG00000232738	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232739.1	ENSG00000232739	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232740.1	LINC01826	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232742.3	RHOQP2	0	2.55	0	1.008	1.008	0	0	0	0	0	0	0	0
ENSG00000232743.2	ELF2P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232744.1	USP9YP16	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232746.1	LINC02022	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232747.2	IGKV1D-35	0	0	0	3.256	0	0	0	0	0	0	0	0	0
ENSG00000232748.3	ENSG00000232748	0	1	2	2	5	2	2	2	4	3	1	1	0
ENSG00000232749.2	ENSG00000232749	0	0	0	0	1	0	0	1	0	0	0	0	1
ENSG00000232750.2	ENSG00000232750	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232751.1	ENSG00000232751	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232752.1	MTCO3P21	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232754.1	ENSG00000232754	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232756.1	DDX3ILA1	0	0	0	1	0	0	2	1	0	0	0	0	0
ENSG00000232757.1	ETF1P1	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000232759.1	ENSG00000232759	3	0	4	29	5	1	2	7	1	3	0	2	0
ENSG00000232760.1	ENSG00000232760	1	0	0	0	9	0	0	1	1	0	1.004	0	0
ENSG00000232762.1	ENSG00000232762	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232764.1	TRIM60P8Y	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232765.6	ENSG00000232765	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232766.1	KIAA1143P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232767.2	HSPA12A-AS1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232768.1	ENSG00000232768	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232771.2	PPP1R26P5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232772.1	MTND4P22	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232773.2	DEFB130D	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232774.8	ENSG00000232774	3	1	4	9	2	2	1	5	0	0	1	3	2
ENSG00000232775.6	BMS1P22	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232777.1	MRPL51P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232778.1	RPL23AP50	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232780.2	GAPDHP74	0	0	0	0	7	0	0	1	0	0	1	0	0
ENSG00000232783.5	FRG2FP	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232786.1	TIMM9P3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232787.2	OR7L1P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232788.1	ITGA6-AS1	0	0	0	8	1	0	0	1	0	0	2	1	1
ENSG00000232789.1	ENSG00000232789	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232790.3	LINC01162	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232791.4	OR11I1P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232792.2	FTH1P25	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232793.2	DNAJC19P8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232794.1	HNRNPDP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232795.1	ZBED9P1	8	5	4	1	9	5	3	1	5	2	6	1	2
ENSG00000232797.1	FAM207CP	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232798.1	ENSG00000232798	3	4	3	0	2	3	2	5	0	6	2.451	0	0
ENSG00000232799.1	CRYGFP	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232800.1	SLC7A15P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232801.1	SDCBPP3	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232803.1	SLCO4A1-AS1	0	38	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232805.1	NIP7P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232806.1	ENSG00000232806	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232807.2	ENSG00000232807	8	28	16	8	26	14	6	5	13	22	26	25	23
ENSG00000232808.1	TTTY20	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232809.1	VDAC1P10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232810.4	TNF	13	4	130	79	103	9	8	21	93	36	167	46	6
ENSG00000232811.1	ENSG00000232811	1	0	0	1	0	0	1	1	1	0	5	5	2
ENSG00000232812.2	LINC01717	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232813.1	S100A11P6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232814.2	COL4A2-AS1	1	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000232815.1	DUX4L50	3	0	3	1	3	0	1	3	4	3	0	0	1
ENSG00000232817.1	ENSG00000232817	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232818.2	RPS2P32	1	7	6	4	3	3	4	0	2	2	6	8	1
ENSG00000232821.1	ENSG00000232821	0	0	0	0	0	0	0	1	2	1	0	0	0
ENSG00000232823.2	TXNP1	0	2	0	0	0	0	0	0	1	0	0	0	1
ENSG00000232824.1	PRR13P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232825.3	PLPPR5-AS1	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232827.3	LINC01189	0	0	0	0	0	0	0	0	0	1	2.697	0	0
ENSG00000232828.1	ENSG00000232828	0	0	0	2	4	1	2	1	5	2	2	1	3
ENSG00000232829.3	GSTO3P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232830.5	FAM136CP	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232832.1	LMLN-AS1	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSG00000232834.1	ENSG00000232834	0	0	0	0	0	0	0	0	0	0	0	0	0
